"head"	"genomeSize"	"description"
"BACT_1164"	2118490	"Synechococcus sp. WH 8109 ctg_1113323213559, whole genome shotgun sequence"
"BACT_1165"	3949364	"Synechocystis sp. PCC 6803 chromosome, complete genome"
"BACT_1166"	4990251	"Syntrophobacter fumaroxidans MPOB, complete genome"
"BACT_1167"	2936195	"Syntrophomonas wolfei subsp. wolfei str. Goettingen, complete genome"
"BACT_1168"	3179300	"Syntrophus aciditrophicus SB chromosome, complete genome"
"BACT_1169"	5193164	"Teredinibacter turnerae T7901, complete genome"
"BACT_116"	5548166	"Bacillus cereus BDRD-ST196 contig00034, whole genome shotgun sequence"
"BACT_1170"	3487753	"Thalassiobium sp. R2A62 ctg_1112329232032, whole genome shotgun sequence"
"BACT_1171"	4574586	"Thauera sp. MZ1T plasmid pTha01, complete sequence"
"BACT_1172"	1848474	"Thermanaerovibrio acidaminovorans DSM 6589, complete genome"
"BACT_1173"	2234238	"Thermoanaerobacter brockii subsp. finnii Ako-1 ctg00200, whole genome shotgun sequence"
"BACT_1174"	2204850	"Thermoanaerobacter ethanolicus CCSD1 ctg00009, whole genome shotgun sequence"
"BACT_1175"	2451061	"Thermoanaerobacter italicus Ab9 chromosome, complete genome"
"BACT_1176"	2306092	"Thermoanaerobacter mathranii subsp. mathranii str. A3 chromosome, complete genome"
"BACT_1177"	2362816	"Thermoanaerobacter pseudethanolicus ATCC 33223, complete genome"
"BACT_1178"	2457259	"Thermoanaerobacter sp. X514, complete genome"
"BACT_1179"	2450641	"Thermoanaerobacter sp. X561 ctg57, whole genome shotgun sequence"
"BACT_117"	5417673	"Bacillus cereus BDRD-ST24 contig00750, whole genome shotgun sequence"
"BACT_1180"	2689445	"Thermoanaerobacter tengcongensis MB4, complete genome"
"BACT_1182"	6186545	"Thermobaculum terrenum ATCC BAA-798 TterDRAFT_4084073_C12, whole genome shotgun sequence"
"BACT_1183"	3642249	"Thermobifida fusca YX, complete genome"
"BACT_1184"	2003803	"Thermodesulfovibrio yellowstonii DSM 11347, complete genome"
"BACT_1185"	2920744	"Thermomicrobium roseum DSM 5159, complete genome"
"BACT_1186"	5639016	"Thermomonospora curvata DSM 43183, complete genome"
"BACT_1187"	2889774	"Thermosinus carboxydivorans Nor1 ctg55, whole genome shotgun sequence"
"BACT_1188"	2016657	"Thermosipho africanus TCF52B, complete genome"
"BACT_1189"	1915238	"Thermosipho melanesiensis BI429, complete genome"
"BACT_118"	5549834	"Bacillus cereus BDRD-ST26 contig00083, whole genome shotgun sequence"
"BACT_1190"	2593857	"Thermosynechococcus elongatus BP-1, complete genome"
"BACT_1191"	2135342	"Thermotoga lettingae TMO, complete genome"
"BACT_1192"	1860725	"Thermotoga maritima MSB8 chromosome, complete genome"
"BACT_1193"	1809823	"Thermotoga naphthophila RKU-10, complete genome"
"BACT_1194"	1884562	"Thermotoga neapolitana DSM 4359, complete genome"
"BACT_1195"	1823511	"Thermotoga petrophila RKU-1, complete genome"
"BACT_1196"	1877693	"Thermotoga sp. RQ2, complete genome"
"BACT_1197"	2338193	"Thermus aquaticus Y51MC23 ctg70, whole genome shotgun sequence"
"BACT_1198"	2127482	"Thermus thermophilus HB27, complete genome"
"BACT_1199"	2909809	"Thiobacillus denitrificans ATCC 25259, complete genome"
"BACT_119"	5709978	"Bacillus cereus BGSC 6E1 contig01010, whole genome shotgun sequence"
"BACT_11"	3963080	"Acidiphilium cryptum JF-5 plasmid pACRY01, complete sequence"
"BACT_1200"	2427734	"Thiomicrospira crunogena XCL-2, complete genome"
"BACT_1201"	3462095	"Thiomonas intermedia K12 chromosome, complete genome"
"BACT_1202"	3471292	"Tolumonas auensis DSM 9187, complete genome"
"BACT_1203"	2843201	"Treponema denticola ATCC 35405 chromosome, complete genome"
"BACT_1204"	1139457	"Treponema pallidum subsp. pallidum SS14, complete genome"
"BACT_1205"	2514590	"Treponema vincentii ATCC 35580 contig00031, whole genome shotgun sequence"
"BACT_1206"	7750108	"Trichodesmium erythraeum IMS101, complete genome"
"BACT_1207"	927303	"Tropheryma whipplei str. Twist, complete genome"
"BACT_1208"	4479724	"Tsukamurella paurometabola DSM 20162 chromosome, complete genome"
"BACT_1209"	1148570	"Uncultured Termite group 1 bacterium phylotype Rs-D17, complete genome"
"BACT_120"	5843235	"Bacillus cereus E33L, complete genome"
"BACT_1210"	3214025	"Unidentified eubacterium SCB49 1103407000328, whole genome shotgun sequence"
"BACT_1211"	772971	"Ureaplasma parvum serovar 6 str. ATCC 27818 gcontig_1105428157138, whole genome shotgun sequence"
"BACT_1212"	947165	"Ureaplasma urealyticum serovar 9 str. ATCC 33175 gcontig_1105462525168, whole genome shotgun sequence"
"BACT_1213"	2116567	"Veillonella dispar ATCC 17748 V_dispar-1.0.1_Cont0.10, whole genome shotgun sequence"
"BACT_1214"	2132142	"Veillonella parvula DSM 2008, complete genome"
"BACT_1215"	5597943	"Verminephrobacter eiseniae EF01-2 plasmid pVEIS01, complete sequence"
"BACT_1216"	5769153	"Verrucomicrobiae bacterium DG1235 ctg_1104243000151, whole genome shotgun sequence"
"BACT_1217"	8220857	"Verrucomicrobium spinosum DSM 4136 NZ_ABIZ01000001, whole genome shotgun sequence"
"BACT_1218"	5160431	"Vibrio alginolyticus 12G01 1100007009659, whole genome shotgun sequence"
"BACT_1219"	4059686	"Vibrio cholera CIRS 101 VCH.Contig71, whole genome shotgun sequence"
"BACT_121"	6106479	"Bacillus cereus F65185 contig00704, whole genome shotgun sequence"
"BACT_1220"	4137501	"Vibrio cholerae 1587 gcontig_1103206003072, whole genome shotgun sequence"
"BACT_1221"	3975259	"Vibrio cholerae 623-39 gcontig_1104444488730, whole genome shotgun sequence"
"BACT_1222"	4026835	"Vibrio cholerae B33 gcontig_1104196054929, whole genome shotgun sequence"
"BACT_1223"	3557309	"Vibrio cholerae CT 5369-93 VIH.Contig218, whole genome shotgun sequence"
"BACT_1224"	4236368	"Vibrio cholerae MJ-1236 chromosome 2, complete genome"
"BACT_1225"	4146039	"Vibrio cholerae MZO-3 gcontig_1103200937613, whole genome shotgun sequence"
"BACT_1226"	4063388	"Vibrio cholerae NCTC 8457 gcontig_1104196174077, whole genome shotgun sequence"
"BACT_1227"	4194697	"Vibrio cholerae RC385 genomic scaffold supercont1.1, whole genome shotgun sequence"
"BACT_1228"	5680628	"Vibrio coralliilyticus ATCC BAA-450 VIC.Contig53, whole genome shotgun sequence"
"BACT_1229"	4503336	"Vibrio fischeri MJ11 chromosome I, complete sequence"
"BACT_122"	5934942	"Bacillus cereus G9241 cont1880, whole genome shotgun sequence"
"BACT_1230"	4958664	"Vibrio furnissii CIP 102972 VFA.Contig72, whole genome shotgun sequence"
"BACT_1231"	6058377	"Vibrio harveyi ATCC BAA-1116 plasmid pVIBHAR, complete sequence"
"BACT_1232"	5400985	"Vibrio harveyi HY01 gcontig_1104549817909, whole genome shotgun sequence"
"BACT_1233"	3815101	"Vibrio metschnikovii CIP 69.14 VIB.Contig136, whole genome shotgun sequence"
"BACT_1234"	4366551	"Vibrio mimicus VM573 Cont1, whole genome shotgun sequence"
"BACT_1235"	4698244	"Vibrio orientalis CIP 102891 VIA.Contig76, whole genome shotgun sequence"
"BACT_1236"	5701826	"Vibrio shilonii AK1 1103207002036, whole genome shotgun sequence"
"BACT_1237"	4255798	"Vibrio sp. AND4 1103602000595, whole genome shotgun sequence"
"BACT_1238"	4844262	"Vibrio sp. Ex25 gcontig_1102407882134, whole genome shotgun sequence"
"BACT_1239"	4891901	"Vibrio sp. MED222 1099517005441, whole genome shotgun sequence"
"BACT_123"	5736823	"Bacillus cereus G9842 plasmid pG9842_140, complete sequence"
"BACT_1240"	4008705	"Vibrio sp. RC341 VCJ.Contig128, whole genome shotgun sequence"
"BACT_1241"	4082591	"Vibrio sp. RC586 VOA.Contig94, whole genome shotgun sequence"
"BACT_1242"	5596386	"Vibrio splendidus 12B01 1099451319047, whole genome shotgun sequence"
"BACT_1243"	4974818	"Vibrio splendidus LGP32 chromosome 2, complete genome"
"BACT_1244"	5260086	"Vibrio vulnificus YJ016 plasmid pYJ016, complete sequence"
"BACT_1245"	5835713	"Vibrionales bacterium SWAT-3 1101732140681, whole genome shotgun sequence"
"BACT_1246"	5294868	"Victivallis vadensis ATCC BAA-548 ctg390, whole genome shotgun sequence"
"BACT_1247"	1962173	"Weissella paramesenteroides ATCC 33313 contig00002, whole genome shotgun sequence"
"BACT_1248"	703004	"Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis plasmid pWb1, complete sequence"
"BACT_1249"	1440750	"Wolbachia endosymbiont of Drosophila ananassae gdan_438, whole genome shotgun sequence"
"BACT_124"	5157777	"Bacillus cereus H3081.97 gcontig2_1113133506624, whole genome shotgun sequence"
"BACT_1250"	1267782	"Wolbachia endosymbiont of Drosophila melanogaster, complete genome"
"BACT_1251"	1063100	"Wolbachia endosymbiont of Drosophila simulans gdsi_176, whole genome shotgun sequence"
"BACT_1252"	862637	"Wolbachia endosymbiont of Drosophila willistoni TSC#14030-0811.24 Wendoof_01_260, whole genome shotgun sequence"
"BACT_1253"	867873	"Wolbachia endosymbiont of Muscidifurax uniraptor Contig19, whole genome shotgun sequence"
"BACT_1254"	1080084	"Wolbachia endosymbiont strain TRS of Brugia malayi, complete genome"
"BACT_1255"	1445873	"Wolbachia sp. wRi, complete genome"
"BACT_1256"	2110355	"Wolinella succinogenes DSM 1740, complete genome"
"BACT_1257"	5625098	"Xanthobacter autotrophicus Py2 plasmid pXAUT01, complete sequence"
"BACT_1258"	5274174	"Xanthomonas axonopodis pv. citri str. 306 chromosome, complete genome"
"BACT_1259"	5148708	"Xanthomonas campestris pv. campestris str. 8004 chromosome, complete genome"
"BACT_125"	5245625	"Bacillus cereus m1293 contig00789, whole genome shotgun sequence"
"BACT_1260"	4782144	"Xanthomonas campestris pv. musacearum NCPPB4381 contig_scf_7264_46_1, whole genome shotgun sequence"
"BACT_1261"	5425342	"Xanthomonas campestris pv. vasculorum NCPPB702 contig_scf_7293_5_1, whole genome shotgun sequence"
"BACT_1262"	5420152	"Xanthomonas campestris pv. vesicatoria str. 85-10 plasmid pXCV2, complete sequence"
"BACT_1263"	5240075	"Xanthomonas oryzae pv. oryzae PXO99A, complete genome"
"BACT_1264"	4831739	"Xanthomonas oryzae pv. oryzicola BLS256 NZ_AAQN01000001, whole genome shotgun sequence"
"BACT_1265"	3831380	"Xylanimonas cellulosilytica DSM 15894, complete genome"
"BACT_1266"	2622328	"Xylella fastidiosa Dixon ctg92, whole genome shotgun sequence"
"BACT_1267"	4304926	"Yersinia aldovae ATCC 35236 contig00322, whole genome shotgun sequence"
"BACT_1268"	4347293	"Yersinia bercovieri ATCC 43970 contig01073, whole genome shotgun sequence"
"BACT_1269"	4683620	"Yersinia enterocolitica subsp. enterocolitica 8081 plasmid pYVe8081, complete sequence"
"BACT_126"	5234093	"Bacillus cereus m1550 contig00946, whole genome shotgun sequence"
"BACT_1270"	4885341	"Yersinia frederiksenii ATCC 33641 contig01129, whole genome shotgun sequence"
"BACT_1271"	4711317	"Yersinia intermedia ATCC 29909 contig01200, whole genome shotgun sequence"
"BACT_1272"	5042394	"Yersinia kristensenii ATCC 33638 contig00453.2, whole genome shotgun sequence"
"BACT_1273"	4549461	"Yersinia mollaretii ATCC 43969 contig01563, whole genome shotgun sequence"
"BACT_1274"	4847813	"Yersinia pestis biovar Antiqua str. E1979001 gcontig_1104434179444, whole genome shotgun sequence"
"BACT_1275"	4720694	"Yersinia pestis biovar Mediaevalis str. K1973002 gcontig_1104296274416, whole genome shotgun sequence"
"BACT_1276"	4803217	"Yersinia pestis biovar Microtus str. 91001, complete genome"
"BACT_1277"	5322065	"Yersinia pestis biovar Orientalis str. IP275 plasmid pIP1202, complete sequence"
"BACT_1278"	4750606	"Yersinia pestis Pestoides A Chromosome_Sequence01, whole genome shotgun sequence"
"BACT_1279"	4840898	"Yersinia pseudotuberculosis IP 32953 plasmid pYV, complete sequence"
"BACT_127"	5527357	"Bacillus cereus MM3 contig00706, whole genome shotgun sequence"
"BACT_1280"	4317478	"Yersinia rohdei ATCC 43380 contig00049, whole genome shotgun sequence"
"BACT_1281"	3739990	"Yersinia ruckeri ATCC 29473 contig00370, whole genome shotgun sequence"
"BACT_1282"	2099599	"Zymomonas mobilis subsp. mobilis ATCC 10988 unknown plasmid, complete sequence"
"BACT_1283"	2223520	"Zymomonas mobilis subsp. mobilis NCIB 11163 plasmid pZA1001, complete sequence"
"BACT_1285"	4895918	"Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. CVM23701 gcontig_1104776741372, whole genome shotgun sequence"
"BACT_1286"	7105723	"Streptomyces sp. Mg1 cont1.466, whole genome shotgun sequence"
"BACT_1288"	142045	"Clostridium phage D-1873 CLG.Contig163, whole genome shotgun sequence"
"BACT_1289"	6154438	"Achromobacter piechaudii ATCC 43553 genomic scaffold SCAFFOLD26, whole genome shotgun sequence"
"BACT_128"	5348704	"Bacillus cereus NVH0597-99 gcontig2_1106432853383, whole genome shotgun sequence"
"BACT_1290"	6211694	"Acidobacterium sp. MP5ACTX8 ctg00021, whole genome shotgun sequence"
"BACT_1291"	5443090	"Acidobacterium sp. MP5ACTX9 ctg00033, whole genome shotgun sequence"
"BACT_1292"	5428809	"Acidovorax avenae subsp. avenae ATCC 19860 ctg00026, whole genome shotgun sequence"
"BACT_1293"	3844254	"Acinetobacter baumannii AB056 NZ_ADGZ01000001, whole genome shotgun sequence"
"BACT_1294"	3765368	"Acinetobacter baumannii AB058 NZ_ADHA01000001, whole genome shotgun sequence"
"BACT_1295"	3909418	"Acinetobacter baumannii AB059 NZ_ADHB01000001, whole genome shotgun sequence"
"BACT_1296"	3715198	"Acinetobacter haemolyticus ATCC 19194 genomic scaffold SCAFFOLD1, whole genome shotgun sequence"
"BACT_1297"	4008288	"Acinetobacter sp. 6013113 genomic scaffold Scfld7, whole genome shotgun sequence"
"BACT_1298"	4009371	"Acinetobacter sp. 6013150 genomic scaffold Scfld4, whole genome shotgun sequence"
"BACT_1299"	3866899	"Acinetobacter sp. 6014059 genomic scaffold Scfld3, whole genome shotgun sequence"
"BACT_129"	5506207	"Bacillus cereus Q1 plasmid pBc53, complete sequence"
"BACT_12"	2946159	"Acidithiobacillus caldus ATCC 51756 02162006.asm.C1, whole genome shotgun sequence"
"BACT_1300"	3970841	"Acinetobacter sp. SH024 genomic scaffold supercont1.1, whole genome shotgun sequence"
"BACT_1301"	2431995	"Actinomyces odontolyticus F0309 genomic scaffold Scfld0, whole genome shotgun sequence"
"BACT_1302"	2005853	"Aerococcus viridans ATCC 11563 contig00001, whole genome shotgun sequence"
"BACT_1303"	3971756	"Afipia sp. 1NLS2 ctg00009, whole genome shotgun sequence"
"BACT_1304"	2309828	"Aggregatibacter actinomycetemcomitans D7S-1 chromosome, whole genome shotgun sequence"
"BACT_1305"	4747792	"Alicycliphilus denitrificans BC ctg00024, whole genome shotgun sequence"
"BACT_1306"	6145553	"Arthrospira sp. PCC 8005 NZ_ADDH01000001, whole genome shotgun sequence"
"BACT_1308"	4563095	"Bacillus cellulosilyticus DSM 2522 ctg00139, whole genome shotgun sequence"
"BACT_1309"	5156400	"Bacillus cereus SJ1, whole genome shotgun sequence"
"BACT_130"	5563553	"Bacillus cereus R309803 contig01560, whole genome shotgun sequence"
"BACT_1310"	2851754	"Bacterium S5 strain S5 ctg00077, whole genome shotgun sequence"
"BACT_1311"	6050198	"Bacteroides ovatus SD CC 2a contig00137, whole genome shotgun sequence"
"BACT_1312"	6775279	"Bacteroides ovatus SD CMC 3f contig00138, whole genome shotgun sequence"
"BACT_1313"	6446424	"Bacteroides sp. 1_1_14 genomic scaffold supercont1.1, whole genome shotgun sequence"
"BACT_1314"	5749901	"Bacteroides sp. 20_3 genomic scaffold supercont1.1, whole genome shotgun sequence"
"BACT_1315"	5250116	"Bacteroides sp. 3_1_19 genomic scaffold supercont1.1, whole genome shotgun sequence"
"BACT_1316"	6520178	"Bacteroides sp. 3_1_23 genomic scaffold supercont1.1, whole genome shotgun sequence"
"BACT_1319"	5530727	"Bacteroides sp. D4 genomic scaffold supercont1.1, whole genome shotgun sequence"
"BACT_131"	5746378	"Bacillus cereus Rock1-15 contig00319, whole genome shotgun sequence"
"BACT_1320"	4781702	"Bacteroides vulgatus PC510 contig00036, whole genome shotgun sequence"
"BACT_1321"	6059812	"Bacteroides xylanisolvens SD CC 1b contig00130, whole genome shotgun sequence"
"BACT_1322"	2113539	"Bacteroidetes oral taxon 274 str. F0058 genomic scaffold supercont1.1, whole genome shotgun sequence"
"BACT_1324"	2561804	"Brevibacterium mcbrellneri ATCC 49030 contig00001, whole genome shotgun sequence"
"BACT_1325"	3297137	"Brucella sp. NVSL 07-0026 genomic scaffold supercont1.1, whole genome shotgun sequence"
"BACT_1326"	1419583	"Bulleidia extructa W1219 contig00013, whole genome shotgun sequence"
"BACT_1327"	6777676	"Burkholderia sp. CCGE1001 ctg00032, whole genome shotgun sequence"
"BACT_1328"	6996848	"Burkholderia sp. CCGE1003 ctg00035, whole genome shotgun sequence"
"BACT_1329"	8577645	"Burkholderia sp. Ch1-1 ctg00023, whole genome shotgun sequence"
"BACT_132"	5842754	"Bacillus cereus Rock1-3 contig00002, whole genome shotgun sequence"
"BACT_1330"	1702833	"Campylobacter jejuni subsp. jejuni 1336 chromosome, whole genome shotgun sequence"
"BACT_1331"	1710125	"Campylobacter jejuni subsp. jejuni 414 chromosome, whole genome shotgun sequence"
"BACT_1332"	1884861	"Candidatus Poribacteria sp. WGA-A3 c00110, whole genome shotgun sequence"
"BACT_1333"	1088736	"Chlamydia muridarum MopnTet14 NZ_ACUJ01000001, whole genome shotgun sequence"
"BACT_1334"	1076624	"Chlamydia trachomatis L2tet1 NZ_ACUI01000001, whole genome shotgun sequence"
"BACT_1335"	3273334	"Citromicrobium bathyomarinum JL354 NZ_ADAE01000001, whole genome shotgun sequence"
"BACT_1336"	3905466	"Clostridium difficile NAP07 genomic scaffold SCAFFOLD33, whole genome shotgun sequence"
"BACT_1337"	4078686	"Clostridium difficile NAP08 genomic scaffold SCAFFOLD1, whole genome shotgun sequence"
"BACT_1338"	4694640	"Clostridium lentocellum DSM 5427 ctg00099, whole genome shotgun sequence"
"BACT_1339"	3767546	"Clostridium thermocellum JW20 ctg299, whole genome shotgun sequence"
"BACT_133"	5926597	"Bacillus cereus Rock3-28 contig00152, whole genome shotgun sequence"
"BACT_1340"	5534155	"Comamonas testosteroni S44 contig00001, whole genome shotgun sequence"
"BACT_1341"	2764167	"Corynebacterium ammoniagenes DSM 20306 genomic scaffold Scfld0, whole genome shotgun sequence"
"BACT_1342"	2588095	"Corynebacterium resistens DSM 45100 plasmid pJA144188, complete sequence"
"BACT_1343"	3879030	"Cylindrospermopsis raciborskii CS-505 CS505_1, whole genome shotgun sequence"
"BACT_1344"	6554722	"Delta proteobacterium NaphS2 ctg_1101087565486, whole genome shotgun sequence"
"BACT_1345"	3568114	"Desulfovibrio aespoeensis Aspo-2 ctg00049, whole genome shotgun sequence"
"BACT_1346"	4180133	"Desulfovibrio sp. FW1012B ctg00046, whole genome shotgun sequence"
"BACT_1347"	3744568	"Edwardsiella tarda ATCC 23685 genomic scaffold Scfld0, whole genome shotgun sequence"
"BACT_1348"	2849937	"Enterococcus faecalis AR01/DG genomic scaffold supercont1.1, whole genome shotgun sequence"
"BACT_1349"	2753923	"Enterococcus faecalis PC1.1 contig00035, whole genome shotgun sequence"
"BACT_134"	5183704	"Bacillus cereus Rock3-42 contig00286, whole genome shotgun sequence"
